date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:06:32	47477/47477	------	200	untouched ('OK')	text/html	date:Wed,%2015%20Jun%202022%2008:58:08%20GMT	https://www.npg.org.uk/learning/digital/history/suffragettes-quiz	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/learning/digital/history/suffragettes-quiz.html	(from )
10:06:32	55881/55881	------	200	untouched ('OK')	text/html	date:Wed,%2015%20Jun%202022%2008:58:09%20GMT	https://www.npg.org.uk/learning/digital/history/charles-in-a-tree/	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/learning/digital/history/charles-in-a-tree/index.html	(from )
10:06:32	45798/45798	------	200	untouched ('OK')	text/html	date:Wed,%2015%20Jun%202022%2008:58:07%20GMT	https://www.npg.org.uk/learning/digital/history/charles-in-a-tree/the-end	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/learning/digital/history/charles-in-a-tree/the-end.html	(from )
10:06:32	42769/42769	------	200	untouched ('OK')	text/html	date:Wed,%2015%20Jun%202022%2008:58:09%20GMT	https://www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/index.html	(from )
10:06:32	45464/45464	------	200	untouched ('OK')	text/html	date:Wed,%2015%20Jun%202022%2008:58:09%20GMT	https://www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/make-your-own-family-portrait/	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/make-your-own-family-portrait/index.html	(from )
10:06:33	47770/47770	------	200	untouched ('OK')	text/html	date:Wed,%2015%20Jun%202022%2008:58:10%20GMT	https://www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/make-your-own-family-portrait/whats-happening	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/make-your-own-family/whats-happening.b.delay	(from )
10:06:33	47207/47207	------	200	untouched ('OK')	text/html	date:Wed,%2015%20Jun%202022%2008:58:10%20GMT	https://www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/make-your-own-family-portrait/who-and-how-many	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/make-your-own-family/who-and-how-many.c.dela	(from )
10:06:33	43755/43755	------	200	untouched ('OK')	text/html	date:Wed,%2015%20Jun%202022%2008:58:11%20GMT	https://www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/make-your-own-family-portrait/what-to-wear	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/make-your-own-family-p/what-to-wear.d.delaye	(from )
10:06:33	46201/46201	------	200	untouched ('OK')	text/html	date:Wed,%2015%20Jun%202022%2008:58:11%20GMT	https://www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/make-your-own-family-portrait/making-faces	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/make-your-own-family-p/making-faces.e.delaye	(from )
10:06:33	45804/45804	------	200	untouched ('OK')	text/html	date:Wed,%2015%20Jun%202022%2008:58:13%20GMT	https://www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/make-your-own-family-portrait/behind-you	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/make-your-own-family-por/behind-you.f.delaye	(from )
10:06:33	43084/43084	------	200	untouched ('OK')	text/html	date:Wed,%2015%20Jun%202022%2008:58:13%20GMT	https://www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/make-your-own-family-portrait/animals	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/make-your-own-family-portr/animals.10.delaye	(from )
10:06:34	43186/43186	------	200	untouched ('OK')	text/html	date:Wed,%2015%20Jun%202022%2008:58:15%20GMT	https://www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/make-your-own-family-portrait/everything-else	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/make-your-own-family/everything-else.11.dela	(from )
10:06:34	41821/41821	------	200	untouched ('OK')	text/html	date:Wed,%2015%20Jun%202022%2008:58:15%20GMT	https://www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/make-your-own-family-portrait/landscape-or-portrait	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/make-your-own-family/landscape-or-portrait.1	(from )
10:06:34	49198/49198	------	200	untouched ('OK')	text/html	date:Wed,%2015%20Jun%202022%2008:58:15%20GMT	https://www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/make-your-own-family-portrait/how-will-you-arrange-everyone	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/make-your-own-family/how-will-you-arrange-ev	(from )
10:06:34	39184/39184	------	200	untouched ('OK')	text/html	date:Wed,%2015%20Jun%202022%2008:58:16%20GMT	https://www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/make-your-own-family-portrait/well-done	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/make-your-own-family-por/well-done.14.delaye	(from )
10:06:34	40899/40899	------	200	untouched ('OK')	text/html	date:Wed,%2015%20Jun%202022%2008:58:18%20GMT	https://www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/navigating-the-webquest	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/navigating-the-webquest.html	(from )
10:06:34	40461/40461	------	200	untouched ('OK')	text/html	date:Wed,%2015%20Jun%202022%2008:58:18%20GMT	https://www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/tudor-family-portraits/	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/tudor-family-portraits/index.html	(from )
10:06:35	41053/41053	------	200	untouched ('OK')	text/html	date:Wed,%2015%20Jun%202022%2008:58:18%20GMT	https://www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/tudor-family-portraits/start	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/tudor-family-portraits/start.html	(from )
10:06:35	46361/46361	------	200	untouched ('OK')	text/html	date:Wed,%2015%20Jun%202022%2008:58:21%20GMT	https://www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/tudor-family-portraits/who-to-include	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/tudor-family-portrai/who-to-include.17.delay	(from )
10:06:35	39945/39945	------	200	untouched ('OK')	text/html	date:Wed,%2015%20Jun%202022%2008:58:21%20GMT	https://www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/tudor-family-portraits/choose-your-portrait	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/tudor-family-portrai/choose-your-portrait.18	(from )
10:06:35	40761/40761	------	200	untouched ('OK')	text/html	date:Wed,%2015%20Jun%202022%2008:58:21%20GMT	https://www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/tudor-family-portraits/henry-viii	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/tudor-family-portraits/henry-viii.html	(from )
10:06:35	40543/40543	------	200	untouched ('OK')	text/html	date:Wed,%2015%20Jun%202022%2008:58:21%20GMT	https://www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/tudor-family-portraits/other-tudors	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/tudor-family-portrait/other-tudors.1a.delaye	(from )
10:06:36	39881/39881	------	200	untouched ('OK')	text/html	date:Wed,%2015%20Jun%202022%2008:58:24%20GMT	https://www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/tudor-family-portraits/making-your-portrait	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/tudor-family-portrai/making-your-portrait.1b	(from )
10:06:36	40660/40660	------	200	untouched ('OK')	text/html	date:Wed,%2015%20Jun%202022%2008:58:24%20GMT	https://www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/tudor-family-portraits/well-done1	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/learning/digital/interviews-with-artists-and-sitters/families-in-art-webquest/tudor-family-portraits/well-done1.html	(from )
10:06:36	38943/38943	------	200	untouched ('OK')	text/html	date:Wed,%2015%20Jun%202022%2008:58:14%20GMT	https://www.npg.org.uk/learning/webquests	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/learning/webquests.html	(from )
10:06:36	47738/47738	------	200	untouched ('OK')	text/html	date:Tue,%2029%20Mar%202022%2009:14:50%20GMT	https://www.npg.org.uk/learning/digital/history/shakespeare-quiz	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/learning/digital/history/shakespeare-quiz.html	(from )
10:06:36	194/194	------	200	untouched ('OK')	text/plain	etag:%221ad-5e15534424d76-gzip%22	https://www.npg.org.uk/robots.txt		(from )
10:06:37	2373/2373	------	200	untouched ('')	image/png	etag:%22945-597dd0984539f-gzip%22	https://www.npg.org.uk/favicon.png	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/favicon.png	(from https://www.npg.org.uk/learning/schools-and-colleges/cross-curricular)
10:06:37	127238/127238	------	200	untouched ('OK')	text/css	etag:%221f106-5de2e79ff36c3-gzip%22	https://www.npg.org.uk/assets/css/main.css?v=4.95	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/assets/css/main156f.css	(from https://www.npg.org.uk/learning/schools-and-colleges/cross-curricular)
10:06:37	43068/43068	------	200	untouched ('OK')	text/css	etag:%22a83c-5ddb67ef56592-gzip%22	https://www.npg.org.uk/assets/css/mobile.css?v=8	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/assets/css/mobile8e0e.css	(from https://www.npg.org.uk/learning/schools-and-colleges/cross-curricular)
10:06:37	12003/12003	------	200	untouched ('OK')	text/css	etag:%222ee3-5d1ae33013b8c-gzip%22	https://www.npg.org.uk/assets/css/desktop.css?v=3	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/assets/css/desktop30f4.css	(from https://www.npg.org.uk/learning/schools-and-colleges/cross-curricular)
10:06:37	9550/9550	------	200	untouched ('OK')	text/css	etag:%22254e-59502ebb94081-gzip%22	https://www.npg.org.uk/assets/css/print.css	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/assets/css/print.css	(from https://www.npg.org.uk/learning/schools-and-colleges/cross-curricular)
10:06:37	13994/13994	------	200	untouched ('')	image/png	etag:%2236aa-5813a4d64559d-gzip%22	https://www.npg.org.uk/assets/images/layout/logo_trans_black.png	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/assets/images/layout/logo_trans_black.png	(from https://www.npg.org.uk/learning/schools-and-colleges/cross-curricular)
10:06:38	156/156	------	301	error ('Moved%20Permanently')	text/html	date:Wed,%2015%20Jun%202022%2008:58:27%20GMT	https://collectionimages.npg.org.uk/264_325/2/8/mw00028.jpg	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/collectionimages.npg.org.uk/264_325/2/8/mw00028.28.delayed	(from https://www.npg.org.uk/learning/schools-and-colleges/cross-curricular)
10:06:38	3657/3657	------	200	untouched ('')	image/gif	etag:%22e49-5813a4d645985-gzip%22	https://www.npg.org.uk/assets/images/layout/logo_white_bg.gif	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/assets/images/layout/logo_white_bg.gif	(from https://www.npg.org.uk/learning/schools-and-colleges/cross-curricular)
10:06:38	1391/1391	------	200	untouched ('')	image/gif	etag:%2256f-5813a4d6478c5-gzip%22	https://www.npg.org.uk/assets/images/layout/print_page.gif	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/assets/images/layout/print_page.gif	(from https://www.npg.org.uk/learning/schools-and-colleges/cross-curricular)
10:06:38	86436/86436	------	200	untouched ('OK')	text/css	etag:%22151a4-5de91b5810812-gzip%22	https://www.npg.org.uk/assets/css/fullwidthpage.css?v=1.1	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/assets/css/fullwidthpagef9e3.css	(from https://www.npg.org.uk/learning/schools-and-colleges/cross-curricular)
10:06:38	39823/39823	------	200	untouched ('')	image/jpeg	date:Sat,%2009%20Oct%202021%2020:45:52%20GMT	https://collectionimages.npg.org.uk/std/mw242543/Emmeline-Pankhursts-arrest-at-Buckingham-Palace.jpg	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/collectionimages.npg.org.uk/std/mw242543/mw242543.jpg	(from https://www.npg.org.uk/learning/schools-and-colleges/cross-curricular)
10:06:38	74422/74422	------	200	untouched ('')	image/jpeg	etag:%22122b6-530ff03d78064-gzip%22	https://www.npg.org.uk/assets/microsites/Chronicles/images/264_Ax61380.jpg	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/assets/microsites/Chronicles/images/264_Ax61380.jpg	(from https://www.npg.org.uk/learning/schools-and-colleges/cross-curricular)
10:06:38	266835/266835	------	200	untouched ('')	image/jpeg	etag:%2241253-5b58c0de26fb7-gzip%22	https://www.npg.org.uk/assets/images/assets/blog/1000-decant-Elizabeth-I.jpg	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/assets/images/assets/blog/1000-decant-Elizabeth-I.jpg	(from https://www.npg.org.uk/learning/schools-and-colleges/cross-curricular)
10:06:38	103916/103916	------	200	untouched ('')	image/jpeg	etag:%22195ec-5b8b55d0a742f-gzip%22	https://www.npg.org.uk/assets/images/collections/568_NPGx20019.jpg	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/assets/images/collections/568_NPGx20019.jpg	(from https://www.npg.org.uk/learning/schools-and-colleges/cross-curricular)
10:06:38	111262/111262	------	200	untouched ('')	image/jpeg	etag:%221b29e-5b8b55d092c0f-gzip%22	https://www.npg.org.uk/assets/images/collections/568_NPGAx50057.jpg	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/assets/images/collections/568_NPGAx50057.jpg	(from https://www.npg.org.uk/learning/schools-and-colleges/cross-curricular)
10:06:39	40842/40842	------	200	untouched ('')	image/jpeg	etag:%229f8a-5a5894a3c54ec-gzip%22	https://www.npg.org.uk/assets/images/banners/2000_beaton_comp.jpg	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/assets/images/banners/2000_beaton_comp.jpg	(from https://www.npg.org.uk/learning/schools-and-colleges/schools-photography-competition/)
10:06:39	10133/10133	------	200	untouched ('')	image/png	etag:%222795-597c7b7e4ab1a-gzip%22	https://www.npg.org.uk/assets/images/150/logos/232_Noel.png	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/assets/images/150/logos/232_Noel.png	(from https://www.npg.org.uk/learning/schools-and-colleges/schools-photography-competition/)
10:06:39	92930/92930	------	200	untouched ('')	image/jpeg	etag:%2216b02-5b942b9ffc765-gzip%22	https://www.npg.org.uk/assets/images/collections/568_NPG4451-2.jpg	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/assets/images/collections/568_NPG4451-2.jpg	(from https://www.npg.org.uk/learning/schools-and-colleges/schools-photography-competition/)
10:06:39	18386/18386	------	200	untouched ('')	image/jpeg	etag:%2247c4-564a19cdbbf04-gzip%22	https://www.npg.org.uk/assets/images/collections/568_NPG6252.jpg	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/assets/images/collections/568_NPG6252.jpg	(from https://www.npg.org.uk/learning/schools-and-colleges/schools-photography-competition/)
10:06:39	84869/84869	------	200	untouched ('')	image/jpeg	etag:%2214b85-5b9cfcfd0c5ab-gzip%22	https://www.npg.org.uk/assets/images/collections/568_NPGAx61384.jpg	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/assets/images/collections/568_NPGAx61384.jpg	(from https://www.npg.org.uk/learning/schools-and-colleges/schools-photography-competition/)
10:06:39	114794/114794	------	200	untouched ('')	image/jpeg	etag:%221c06a-5b953247a35db-gzip%22	https://www.npg.org.uk/assets/microsites/timeline_boots/568_use_of_the_lister_carbolic_spray.jpg	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/assets/microsites/timeline_boots/568_use_of_the_lister_carbolic_spray.jpg	(from https://www.npg.org.uk/learning/schools-and-colleges/schools-photography-competition/)
10:06:39	37737/37737	------	200	untouched ('')	image/jpeg	etag:%229369-4de796168d588-gzip%22	https://www.npg.org.uk/assets/images/assets/learningoutreach/school-college/264_DiscoveryTours.jpg	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/assets/images/assets/learningoutreach/school-college/264_DiscoveryTours.jpg	(from https://www.npg.org.uk/learning/schools-and-colleges/art1/gallery-sessions)
10:06:39	36404/36404	------	200	untouched ('')	image/jpeg	etag:%228e34-4de8c5b7a9f1f-gzip%22	https://www.npg.org.uk/assets/images/assets/learningoutreach/school-college/264_CreativeC.jpg	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/assets/images/assets/learningoutreach/school-college/264_CreativeC.jpg	(from https://www.npg.org.uk/learning/schools-and-colleges/art1/gallery-sessions)
10:06:40	43103/43103	------	200	untouched ('')	image/jpeg	etag:%22a85f-4de8c82f111b6-gzip%22	https://www.npg.org.uk/assets/images/assets/learningoutreach/school-college/264_GallerySessions_drawing.jpg	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/assets/images/assets/learningoutreach/school-college/264_GallerySessions_drawing.jpg	(from https://www.npg.org.uk/learning/schools-and-colleges/art1/gallery-sessions)
10:06:40	12935/12935	------	200	untouched ('')	image/jpeg	etag:%223287-5a1d8c922df24-gzip%22	https://www.npg.org.uk/assets/images/collections/371_NPG1.jpg	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/assets/images/collections/371_NPG1.jpg	(from https://www.npg.org.uk/learning/schools-and-colleges/art1/gallery-sessions)
10:06:40	16641/16641	------	200	untouched ('')	image/jpeg	etag:%224101-5a41ab7ca1d13-gzip%22	https://www.npg.org.uk/assets/images/collections/371_NPG224.jpg	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/assets/images/collections/371_NPG224.jpg	(from https://www.npg.org.uk/learning/schools-and-colleges/art1/gallery-sessions)
10:06:40	24932/24932	------	200	untouched ('')	image/jpeg	etag:%226164-5a59cd4f6b342-gzip%22	https://www.npg.org.uk/assets/images/learning/families/512_NPG2082.jpg	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/assets/images/learning/families/512_NPG2082.jpg	(from https://www.npg.org.uk/learning/schools-and-colleges/art1/gallery-sessions)
10:06:40	121438/121438	------	200	untouched ('')	image/jpeg	etag:%221da5e-5067dfc84160c-gzip%22	https://www.npg.org.uk/assets/images/whatson/events/264_MarysaDowlinr.jpg	//NPGVM-NPG02/NPGUserData$/edefreitas/My%20Documents/GitHub/Learning-pages-removed/Learning%20Resource/www.npg.org.uk/assets/images/whatson/events/264_MarysaDowlinr.jpg	(from https://www.npg.org.uk/learning/schools-and-colleges/art1/practical-art-workshops)
